id,email,first_name,last_name,account_tier,account_status,company_name,company_size,industry,uses_cloud_sync,uses_team_chat,uses_data_hub,country_code,timezone,created_at,updated_at,last_login_at,trial_started_at,trial_ended_at,signup_source,utm_source,utm_medium,utm_campaign,referral_code,is_test_user,is_internal_user,email_verified,phone_verified,deleted_at
256,lindseytorres@example.net,Heidi,Williams,professional,churned,Hernandez-Dawson,11-50,Manufacturing,True,True,True,MK,Asia/Kuala_Lumpur,2023-01-24T07:46:19,2023-01-24T07:46:19,2024-12-06T17:30:40,2023-01-24T07:46:19,,api,direct,organic,campaign_14,,False,False,True,False,
257,jorge20@example.com,Melissa,Hawkins,enterprise,active,"Wright, Murray and Lara",500+,Technology,False,False,True,CU,Africa/Douala,2024-05-01T01:39:50,2024-05-01T01:39:50,2024-11-07T22:14:50,2024-05-01T01:39:50,,website,referral,social,campaign_17,REF1807,False,False,True,True,
258,greertoni@example.org,James,Morales,enterprise,inactive,"Mccoy, Newman and Aguilar",201-500,Healthcare,True,True,False,IL,America/La_Paz,2024-03-20T03:40:06,2024-03-20T03:40:06,2025-03-05T23:55:51,,2024-04-03T03:40:06,referral,referral,organic,campaign_13,,False,False,True,False,
259,gonzalezdebbie@example.org,Christopher,Boone,enterprise,active,Martinez-Dunlap,51-200,Healthcare,True,True,True,BE,America/Santo_Domingo,2023-11-10T16:34:14,2023-11-10T16:34:14,2025-10-08T19:21:28,2023-11-10T16:34:14,,mobile_app,referral,organic,campaign_13,,False,False,True,False,
260,ycrawford@example.net,Ronald,Gomez,starter,inactive,Hill Group,11-50,Finance,True,False,False,CZ,Australia/Darwin,2025-10-21T13:04:23,2025-10-21T13:04:23,2026-01-04T04:06:42,2025-10-21T13:04:23,,referral,google,organic,campaign_7,,False,False,False,False,
261,deborahporter@example.net,Timothy,Miller,free,churned,Taylor-Gonzalez,11-50,Finance,False,False,False,SL,Europe/Budapest,2025-02-13T14:43:48,2025-02-13T14:43:48,2025-10-05T02:28:28,2025-02-13T14:43:48,,api,referral,organic,campaign_2,,False,False,True,False,
262,wcasey@example.com,Amy,Washington,professional,suspended,"Shaw, Price and White",1-10,Technology,True,False,True,LB,Africa/Kampala,2023-02-20T09:09:21,2023-02-20T09:09:21,2024-05-07T03:37:51,2023-02-20T09:09:21,2023-03-06T09:09:21,referral,direct,email,campaign_2,,False,False,True,False,
263,huangkimberly@example.org,Lindsey,Ruiz,enterprise,active,Wang-Key,51-200,Retail,True,True,False,DJ,America/Belize,2023-04-16T02:47:47,2023-04-16T02:47:47,2025-01-17T20:48:33,2023-04-16T02:47:47,2023-04-30T02:47:47,website,google,cpc,campaign_16,REF5705,False,False,True,False,
264,josephvelasquez@example.net,Brian,Davies,professional,inactive,Johnston Group,500+,Education,False,False,False,MH,America/Guayaquil,2025-06-12T10:52:24,2025-06-12T10:52:24,2025-09-10T19:59:46,2025-06-12T10:52:24,2025-06-26T10:52:24,website,google,cpc,campaign_15,,False,False,True,True,
265,brittanydrake@example.net,Michael,Vargas,enterprise,active,"Haynes, Meza and Elliott",51-200,Healthcare,True,True,True,TM,Africa/Addis_Ababa,2024-10-06T02:36:17,2024-10-06T02:36:17,2025-04-21T17:17:27,2024-10-06T02:36:17,,api,google,cpc,campaign_11,,False,False,True,False,
266,gregory01@example.org,Jesse,Robinson,starter,suspended,"Woods, Rivera and Mendez",51-200,Manufacturing,False,False,True,CO,Europe/Riga,2023-09-30T19:55:37,2023-09-30T19:55:37,2025-10-17T19:22:52,,,api,direct,social,campaign_2,REF5904,False,False,True,False,
267,brian29@example.net,Samantha,Schroeder,starter,suspended,"Valencia, Yu and Brooks",51-200,Technology,True,False,True,HR,Asia/Kuala_Lumpur,2023-01-30T01:52:25,2023-01-30T01:52:25,2024-09-03T23:51:49,2023-01-30T01:52:25,2023-02-13T01:52:25,mobile_app,facebook,cpc,campaign_10,REF6152,False,False,True,False,
268,kevin22@example.net,Stacy,Conner,professional,churned,Banks-Thompson,51-200,Finance,False,True,True,TJ,Europe/Chisinau,2024-01-05T03:56:42,2024-01-05T03:56:42,2024-02-03T05:02:20,2024-01-05T03:56:42,2024-01-19T03:56:42,mobile_app,referral,cpc,campaign_16,REF3524,False,False,True,True,
269,elizabetholsen@example.com,Kurt,Barker,professional,suspended,Thompson Inc,11-50,Technology,True,True,True,ME,Pacific/Tongatapu,2025-03-24T10:15:55,2025-03-24T10:15:55,2025-12-26T14:13:14,2025-03-24T10:15:55,,api,google,cpc,campaign_11,,False,False,True,True,
270,whitelucas@example.net,Jeffrey,Cunningham,free,suspended,Taylor-Mcgee,11-50,Healthcare,True,True,False,GW,Africa/Tripoli,2024-04-30T10:07:43,2024-04-30T10:07:43,2025-01-03T07:30:42,2024-04-30T10:07:43,2024-05-14T10:07:43,api,facebook,organic,campaign_9,,False,False,True,False,
271,daisymccarty@example.net,Elizabeth,Daniel,professional,suspended,Griffin-Baker,51-200,Finance,False,True,True,HU,Europe/Chisinau,2025-04-22T18:56:11,2025-04-22T18:56:11,,2025-04-22T18:56:11,,mobile_app,google,organic,campaign_1,,False,False,True,False,
272,jonathan10@example.org,Paul,Oconnor,enterprise,inactive,Wilkerson Group,500+,Education,False,False,False,MT,Indian/Antananarivo,2024-10-24T11:47:43,2024-10-24T11:47:43,2025-03-27T09:31:32,2024-10-24T11:47:43,2024-11-07T11:47:43,website,direct,organic,campaign_3,REF8672,False,False,True,True,
273,poolekristina@example.net,Debra,Mcdaniel,enterprise,inactive,Hayes Inc,11-50,Finance,False,False,False,KE,Africa/Luanda,2024-12-23T23:14:29,2024-12-23T23:14:29,2025-09-06T13:00:02,2024-12-23T23:14:29,2025-01-06T23:14:29,mobile_app,direct,cpc,campaign_3,,False,False,True,False,
274,stephanie15@example.org,Pamela,Martin,starter,active,Payne Inc,201-500,Manufacturing,True,False,True,LU,Africa/Kampala,2024-06-25T13:19:32,2024-06-25T13:19:32,2025-08-13T08:25:21,2024-06-25T13:19:32,2024-07-09T13:19:32,referral,referral,organic,campaign_18,,False,False,True,False,
275,reynoldsdesiree@example.net,Pamela,Moore,enterprise,churned,Rivera and Sons,500+,Healthcare,True,True,True,NE,Europe/Monaco,2025-12-14T04:25:37,2025-12-14T04:25:37,2026-01-17T17:51:39,2025-12-14T04:25:37,,mobile_app,linkedin,cpc,campaign_15,,False,False,True,False,
276,kenneth10@example.com,Ashley,Larsen,enterprise,suspended,Brown Inc,201-500,Manufacturing,True,True,True,NP,Asia/Thimphu,2025-07-15T11:36:19,2025-07-15T11:36:19,2026-01-03T18:32:37,2025-07-15T11:36:19,2025-07-29T11:36:19,website,facebook,organic,campaign_15,,False,False,True,False,
277,bgonzalez@example.org,George,Carter,professional,suspended,Wells Inc,500+,Manufacturing,False,False,False,KP,Asia/Kuching,2025-11-24T16:47:14,2025-11-24T16:47:14,2026-01-20T06:38:22,,2025-12-08T16:47:14,mobile_app,facebook,email,campaign_2,,False,False,True,True,
278,qjacobson@example.org,Darlene,Hughes,free,suspended,Mcclure-Wood,1-10,Finance,False,False,False,PE,Asia/Dhaka,2024-07-12T01:36:38,2024-07-12T01:36:38,2025-05-23T10:36:28,2024-07-12T01:36:38,2024-07-26T01:36:38,referral,direct,organic,campaign_7,,False,False,True,False,
279,omarshall@example.com,Anne,Hernandez,starter,inactive,"Contreras, Miller and Cooper",1-10,Technology,True,True,False,SR,Africa/Lagos,2024-03-24T02:58:24,2024-03-24T02:58:24,2024-07-07T14:01:00,,2024-04-07T02:58:24,mobile_app,direct,social,campaign_20,,False,False,True,False,
280,randallloretta@example.com,Tammy,Mcdaniel,starter,inactive,Armstrong-Young,201-500,Education,True,False,True,KG,America/Bahia,2024-07-05T22:48:49,2024-07-05T22:48:49,2025-01-31T02:00:20,2024-07-05T22:48:49,2024-07-19T22:48:49,api,google,cpc,campaign_19,,False,False,True,True,
281,shawrachel@example.net,Erica,Oliver,starter,suspended,Avery Group,201-500,Education,True,True,True,EC,America/Dominica,2023-05-05T08:58:08,2023-05-05T08:58:08,2023-09-03T16:04:25,2023-05-05T08:58:08,2023-05-19T08:58:08,api,referral,cpc,campaign_11,,False,True,True,True,
282,davidhenderson@example.net,Ryan,Osborn,professional,churned,"Hernandez, Larson and Flores",51-200,Healthcare,False,True,True,ZA,Africa/Porto-Novo,2025-06-10T14:58:38,2025-06-10T14:58:38,2025-10-06T17:07:22,2025-06-10T14:58:38,2025-06-24T14:58:38,website,direct,organic,campaign_19,,False,False,True,True,
283,jhawkins@example.com,Melissa,Stone,enterprise,active,Buchanan PLC,11-50,Education,True,False,False,TZ,Europe/Bratislava,2024-03-21T13:15:45,2024-03-21T13:15:45,2024-10-25T18:57:32,,,website,referral,organic,campaign_19,REF8317,False,False,True,True,
284,perryeddie@example.net,Brandi,Hanna,enterprise,inactive,Buckley PLC,500+,Technology,False,True,True,BZ,Asia/Amman,2024-01-02T22:01:14,2024-01-02T22:01:14,2025-10-02T04:03:42,,,mobile_app,direct,organic,campaign_15,REF3740,False,False,True,False,
285,pbaker@example.com,Ashley,Kennedy,professional,active,Hill and Sons,1-10,Finance,False,False,False,VN,Asia/Tashkent,2025-09-24T17:13:45,2025-09-24T17:13:45,2026-01-06T02:57:22,,2025-10-08T17:13:45,mobile_app,direct,email,campaign_5,,False,False,True,True,
286,fosternatasha@example.net,John,Reese,professional,active,Prince-Smith,1-10,Education,False,False,False,KI,Asia/Seoul,2024-08-16T10:08:41,2024-08-16T10:08:41,2025-03-11T21:01:20,2024-08-16T10:08:41,,mobile_app,direct,organic,campaign_19,REF9518,False,False,True,False,
287,rgarrison@example.org,Teresa,Perez,free,active,Mccann-Ramos,1-10,Technology,False,True,True,LI,Asia/Baghdad,2025-04-30T16:28:33,2025-04-30T16:28:33,2025-09-14T04:50:46,,,referral,google,cpc,campaign_20,,False,False,True,True,
288,lopezjason@example.com,Joyce,Malone,free,active,Nicholson-Robertson,1-10,Education,True,False,True,DJ,Africa/Bujumbura,2025-07-20T02:41:29,2025-07-20T02:41:29,2025-12-02T04:40:20,,,website,direct,email,campaign_14,,False,False,True,False,
289,htaylor@example.net,Anthony,Lee,professional,active,Hood and Sons,201-500,Retail,False,True,False,AU,Asia/Manila,2023-04-25T22:48:37,2023-04-25T22:48:37,2024-06-10T02:13:52,,,referral,referral,social,campaign_6,,False,False,True,False,
290,janet45@example.com,William,Reid,free,churned,Maldonado and Sons,51-200,Technology,True,True,True,MR,Africa/Kigali,2025-08-11T18:19:20,2025-08-11T18:19:20,2025-09-29T10:11:09,2025-08-11T18:19:20,,mobile_app,facebook,cpc,campaign_2,,False,False,True,True,
291,susanwells@example.net,Michael,Martin,free,churned,Curry-Barker,201-500,Retail,False,True,True,JM,Europe/Vienna,2025-06-11T16:08:29,2025-06-11T16:08:29,,2025-06-11T16:08:29,2025-06-25T16:08:29,mobile_app,google,email,campaign_11,,False,False,True,True,
292,martinashley@example.org,Mercedes,Holland,professional,suspended,"Clark, Pearson and Palmer",1-10,Retail,False,True,True,KZ,America/Antigua,2023-05-21T20:18:35,2023-05-21T20:18:35,2025-01-07T14:58:10,2023-05-21T20:18:35,,mobile_app,google,email,campaign_16,,False,False,True,False,
293,deborahburke@example.org,Jeffrey,Franklin,free,inactive,Marquez-Fletcher,201-500,Retail,True,False,False,IS,Europe/Oslo,2023-10-27T23:01:06,2023-10-27T23:01:06,2025-09-24T22:24:27,2023-10-27T23:01:06,,api,google,email,campaign_2,,False,False,True,False,
294,stephen37@example.com,Erica,Holloway,starter,inactive,Silva-Smith,1-10,Technology,True,False,True,HR,Africa/Nouakchott,2025-11-19T08:34:24,2025-11-19T08:34:24,2026-01-18T09:29:05,,2025-12-03T08:34:24,referral,google,organic,campaign_2,REF2594,False,False,True,False,
295,gabrielle71@example.com,Vanessa,Davidson,free,churned,Green-Dawson,500+,Education,True,True,True,CF,Asia/Bishkek,2023-06-15T04:18:52,2023-06-15T04:18:52,2025-02-28T16:16:54,2023-06-15T04:18:52,2023-06-29T04:18:52,referral,linkedin,organic,campaign_2,,False,False,True,False,
296,zacharyallen@example.org,Linda,Lang,starter,suspended,"Powell, Flores and Taylor",500+,Finance,False,True,True,AR,Africa/Ndjamena,2024-10-06T22:04:30,2024-10-06T22:04:30,2025-07-26T01:39:57,2024-10-06T22:04:30,,mobile_app,google,cpc,campaign_1,,False,False,True,True,
297,jordan66@example.com,Jillian,Aguilar,enterprise,inactive,"Cabrera, Cooper and Reeves",11-50,Finance,False,False,False,LA,Africa/Dakar,2024-10-08T13:53:23,2024-10-08T13:53:23,2025-02-21T03:43:03,2024-10-08T13:53:23,,referral,direct,cpc,campaign_10,,False,True,True,False,
298,william28@example.org,Kelly,Ruiz,free,suspended,"Green, Stokes and Hines",500+,Education,True,False,True,EG,Asia/Aqtobe,2025-04-03T15:15:07,2025-04-03T15:15:07,2025-06-17T20:50:37,,,mobile_app,direct,organic,campaign_6,,False,False,True,False,
299,walkerjeffrey@example.com,Robert,Eaton,professional,suspended,Green-Carter,500+,Retail,True,True,True,CL,Pacific/Palau,2024-11-06T05:44:00,2024-11-06T05:44:00,2025-03-22T20:30:57,,,website,google,organic,campaign_15,,False,False,True,True,
300,kennedyjames@example.org,Mikayla,James,starter,active,Gutierrez-Pitts,51-200,Finance,True,True,False,CZ,America/Havana,2024-05-20T22:24:55,2024-05-20T22:24:55,2025-03-08T14:50:46,2024-05-20T22:24:55,,mobile_app,google,social,campaign_5,,False,False,True,False,
301,robert97@example.org,Leslie,Baldwin,starter,suspended,Freeman Ltd,51-200,Finance,False,True,True,EE,Asia/Kuwait,2024-12-12T01:47:28,2024-12-12T01:47:28,2025-01-27T09:46:47,,,mobile_app,direct,social,campaign_6,REF4602,False,False,True,True,
302,hayesjason@example.org,Barbara,Moore,starter,inactive,Anderson Group,1-10,Retail,False,True,False,ZW,Asia/Katmandu,2025-09-18T02:20:04,2025-09-18T02:20:04,2025-11-11T07:21:54,,,referral,facebook,email,campaign_14,,False,False,True,False,
303,ysanford@example.org,Benjamin,Gonzalez,free,churned,Dodson-Mcclain,1-10,Technology,False,True,False,TW,Europe/San_Marino,2025-06-10T05:06:55,2025-06-10T05:06:55,2025-12-13T08:13:45,2025-06-10T05:06:55,2025-06-24T05:06:55,website,direct,social,campaign_8,,False,False,True,False,
304,rhodescourtney@example.org,Jeremy,Wiley,starter,suspended,Anderson-Reyes,51-200,Finance,True,True,False,TZ,Asia/Pyongyang,2023-12-05T15:52:15,2023-12-05T15:52:15,2024-08-13T00:19:03,2023-12-05T15:52:15,2023-12-19T15:52:15,website,direct,social,campaign_5,REF7641,False,False,True,True,
305,colonkenneth@example.com,Stephen,Meyer,free,active,"Morgan, Barron and Cowan",201-500,Manufacturing,False,True,False,LV,Africa/Kigali,2025-09-10T22:56:58,2025-09-10T22:56:58,2025-11-02T08:15:32,2025-09-10T22:56:58,2025-09-24T22:56:58,referral,google,email,campaign_2,,False,False,True,False,
306,frederickmeadows@example.com,Andrew,Walker,professional,churned,Clark Inc,500+,Technology,False,False,True,TZ,Africa/Khartoum,2024-08-17T21:35:49,2024-08-17T21:35:49,2024-10-08T22:40:39,2024-08-17T21:35:49,2024-08-31T21:35:49,referral,linkedin,organic,campaign_18,,False,False,True,False,
307,richardsondebra@example.org,Nicholas,Bowman,starter,suspended,"Dean, Wheeler and Williams",51-200,Healthcare,False,False,True,CD,Africa/Ndjamena,2023-11-22T21:41:10,2023-11-22T21:41:10,,2023-11-22T21:41:10,,website,direct,email,campaign_15,,False,False,True,True,
308,norrisrobert@example.com,David,King,starter,churned,"Hernandez, Neal and Mccoy",1-10,Technology,False,True,False,KI,Europe/Amsterdam,2023-04-12T22:46:26,2023-04-12T22:46:26,2023-08-10T11:34:39,,,referral,direct,organic,campaign_7,,False,False,True,True,
309,cindy26@example.org,William,Williamson,starter,churned,Wilson-Rodriguez,51-200,Retail,False,True,False,FJ,Asia/Samarkand,2025-04-21T02:09:29,2025-04-21T02:09:29,2025-04-29T15:33:15,2025-04-21T02:09:29,,api,direct,email,campaign_11,,False,False,True,False,
310,marie35@example.net,Robert,Martin,professional,inactive,"Crawford, Clark and Fitzpatrick",51-200,Finance,False,True,False,LS,Africa/Bissau,2024-12-12T11:44:31,2024-12-12T11:44:31,2025-07-24T07:10:41,2024-12-12T11:44:31,,api,linkedin,social,campaign_6,,False,False,True,False,
311,powersrebecca@example.net,Elizabeth,Hernandez,starter,inactive,Chan Inc,11-50,Technology,True,False,True,RS,Europe/Belgrade,2023-09-30T09:52:12,2023-09-30T09:52:12,2025-04-26T16:14:47,,2023-10-14T09:52:12,website,linkedin,email,campaign_5,,False,False,True,False,
312,dawn74@example.com,Steven,Garcia,enterprise,churned,Sawyer LLC,11-50,Retail,False,True,True,ML,America/Grenada,2023-02-08T17:16:44,2023-02-08T17:16:44,2025-06-06T03:03:43,2023-02-08T17:16:44,,api,direct,email,campaign_19,,False,False,True,True,
313,grodgers@example.org,Alec,Taylor,free,churned,"Jackson, Howard and Kim",1-10,Finance,True,False,True,VU,Asia/Baghdad,2024-06-10T03:04:14,2024-06-10T03:04:14,2024-11-28T06:58:05,2024-06-10T03:04:14,,website,referral,organic,campaign_19,,False,False,True,False,
314,lisa21@example.com,Ricardo,Bryant,enterprise,active,Vaughn-Mendoza,500+,Retail,True,False,False,NL,Africa/Bangui,2023-05-10T20:26:39,2023-05-10T20:26:39,2025-07-13T12:37:41,2023-05-10T20:26:39,2023-05-24T20:26:39,api,direct,organic,campaign_14,,False,False,True,False,
315,andersonjessica@example.org,Dale,Pruitt,free,inactive,Pham-Gregory,201-500,Manufacturing,False,False,False,EG,Europe/Vatican,2024-11-23T04:16:43,2024-11-23T04:16:43,2025-10-18T09:05:00,2024-11-23T04:16:43,,website,facebook,organic,campaign_10,,False,False,True,False,
316,cheryl27@example.com,Daniel,Jenkins,enterprise,active,Brown Ltd,1-10,Retail,False,False,True,KW,Europe/Tirane,2025-07-06T14:06:18,2025-07-06T14:06:18,2025-08-28T18:21:27,,2025-07-20T14:06:18,api,referral,social,campaign_2,REF5947,False,False,True,False,
317,april91@example.com,Dorothy,Wright,starter,active,Alvarado-Davidson,1-10,Finance,False,False,False,CZ,Asia/Bangkok,2024-12-20T22:44:12,2024-12-20T22:44:12,2025-08-01T09:38:56,2024-12-20T22:44:12,,referral,google,cpc,campaign_9,,False,False,True,False,
318,schneidereric@example.com,Melissa,Booth,enterprise,suspended,Walton LLC,201-500,Manufacturing,True,False,True,GY,Africa/Maseru,2025-01-16T09:48:46,2025-01-16T09:48:46,2025-03-20T15:39:32,2025-01-16T09:48:46,,mobile_app,facebook,email,campaign_6,,False,False,True,True,
319,hunterandrea@example.com,Richard,Young,professional,suspended,Wallace-Berry,500+,Manufacturing,True,True,True,BT,Pacific/Guadalcanal,2023-03-17T16:13:23,2023-03-17T16:13:23,2025-10-02T19:42:23,2023-03-17T16:13:23,2023-03-31T16:13:23,api,linkedin,email,campaign_12,,False,False,True,False,
320,david70@example.org,Richard,Johnson,professional,suspended,"Smith, Davis and Munoz",201-500,Retail,False,True,True,VN,Africa/Algiers,2025-03-15T22:48:20,2025-03-15T22:48:20,2025-09-27T10:40:27,,,website,direct,social,campaign_3,,False,False,False,False,
321,diamondbryant@example.com,Michael,Brown,professional,inactive,Richard LLC,201-500,Education,False,True,False,TJ,Asia/Saigon,2025-12-09T12:14:15,2025-12-09T12:14:15,,2025-12-09T12:14:15,,referral,facebook,email,campaign_5,,False,False,True,True,
322,jennifer11@example.net,Jeffrey,Peterson,free,active,"Brandt, Carter and Boyd",201-500,Retail,True,True,True,ME,Africa/Kinshasa,2023-06-23T13:18:19,2023-06-23T13:18:19,,2023-06-23T13:18:19,2023-07-07T13:18:19,mobile_app,google,email,campaign_2,,False,False,True,True,
323,travisunderwood@example.net,Jennifer,Rodriguez,starter,inactive,"Gonzalez, Martinez and Phelps",11-50,Manufacturing,False,True,True,GM,Asia/Karachi,2025-07-23T20:25:51,2025-07-23T20:25:51,2025-12-15T17:57:56,2025-07-23T20:25:51,2025-08-06T20:25:51,api,linkedin,organic,campaign_17,REF4962,False,False,True,True,
324,daniel60@example.net,Mary,Chapman,starter,inactive,Ellis-Lawrence,51-200,Finance,True,True,True,SD,America/Costa_Rica,2023-01-22T17:22:22,2023-01-22T17:22:22,2025-01-29T04:02:58,2023-01-22T17:22:22,2023-02-05T17:22:22,mobile_app,google,organic,campaign_12,REF7948,False,False,True,False,
325,morenobrandon@example.com,Mary,Webb,free,churned,"Norman, Kent and Holt",1-10,Education,True,False,False,EC,Europe/Madrid,2024-05-03T05:13:04,2024-05-03T05:13:04,2025-07-09T22:54:47,2024-05-03T05:13:04,,mobile_app,google,social,campaign_10,,False,False,True,True,
326,hughescaroline@example.com,William,Cruz,enterprise,suspended,"Moon, Farmer and Hill",201-500,Finance,True,False,False,LV,Africa/Nairobi,2023-12-17T21:10:18,2023-12-17T21:10:18,2025-05-24T12:24:16,2023-12-17T21:10:18,,mobile_app,referral,cpc,campaign_4,,False,False,True,False,
327,devonmorrison@example.net,William,Cameron,free,suspended,"Valencia, Joseph and Walls",11-50,Healthcare,True,False,True,ZM,Africa/Banjul,2023-09-20T02:27:26,2023-09-20T02:27:26,2025-07-10T20:34:39,2023-09-20T02:27:26,,api,direct,email,campaign_16,,False,False,True,False,
328,claudiaroberts@example.com,Samantha,Anderson,enterprise,active,"Santos, Mullen and Gordon",1-10,Healthcare,False,False,True,MD,Africa/Algiers,2023-08-17T22:30:16,2023-08-17T22:30:16,2024-03-14T01:04:07,,2023-08-31T22:30:16,website,direct,cpc,campaign_6,,False,False,True,True,
329,hodgesanna@example.net,Ashley,Contreras,free,churned,Craig-English,201-500,Finance,False,False,False,SN,Asia/Amman,2023-05-30T15:34:40,2023-05-30T15:34:40,2025-09-19T07:08:11,2023-05-30T15:34:40,2023-06-13T15:34:40,website,google,social,campaign_4,,False,False,True,False,
330,millsanthony@example.org,Brian,Brown,starter,suspended,Christensen-Martin,11-50,Retail,False,True,False,JO,Asia/Aqtobe,2023-02-21T01:06:07,2023-02-21T01:06:07,2025-03-19T06:44:19,2023-02-21T01:06:07,2023-03-07T01:06:07,mobile_app,referral,social,campaign_16,,False,False,True,False,
331,maryvaughn@example.com,James,Weaver,enterprise,suspended,Cervantes-Garcia,51-200,Healthcare,True,True,True,GQ,Africa/Mbabane,2025-07-07T03:45:32,2025-07-07T03:45:32,2025-11-26T10:56:54,2025-07-07T03:45:32,2025-07-21T03:45:32,website,linkedin,social,campaign_4,,False,False,True,False,
332,yyoung@example.net,Keith,Beck,starter,inactive,Hughes-Frye,51-200,Education,True,True,False,LA,Asia/Kuwait,2024-01-15T09:30:46,2024-01-15T09:30:46,2024-05-26T06:25:38,,,mobile_app,direct,social,campaign_9,,False,False,False,False,
333,manningjames@example.com,Maria,Pruitt,enterprise,suspended,"Mckinney, Richardson and Chapman",500+,Technology,False,True,True,SZ,America/Montevideo,2025-06-05T00:19:16,2025-06-05T00:19:16,2025-12-17T06:27:48,2025-06-05T00:19:16,2025-06-19T00:19:16,referral,referral,email,campaign_12,REF4305,False,False,True,True,
334,kellythompson@example.net,Charles,Rivers,starter,suspended,"Palmer, Bennett and Patterson",51-200,Technology,False,False,True,TH,Asia/Calcutta,2025-04-12T09:20:25,2025-04-12T09:20:25,2025-05-18T02:26:57,2025-04-12T09:20:25,2025-04-26T09:20:25,api,linkedin,cpc,campaign_19,REF8786,False,False,True,False,
335,brandyscott@example.com,Steven,Pineda,professional,churned,Hernandez LLC,500+,Healthcare,True,False,False,UG,Africa/Ouagadougou,2024-04-13T21:40:20,2024-04-13T21:40:20,2025-05-19T04:51:03,2024-04-13T21:40:20,2024-04-27T21:40:20,referral,google,organic,campaign_19,,False,False,True,True,
336,jtyler@example.com,Charles,Zimmerman,enterprise,active,"Robinson, White and Jones",500+,Finance,False,False,True,SD,Africa/Djibouti,2024-02-21T05:22:34,2024-02-21T05:22:34,2025-09-22T23:54:19,2024-02-21T05:22:34,,mobile_app,direct,email,campaign_3,,False,False,True,False,
337,odavis@example.org,Elizabeth,Rivera,professional,inactive,Robinson-Goodwin,201-500,Finance,True,True,True,SM,America/Asuncion,2023-09-07T11:01:01,2023-09-07T11:01:01,,2023-09-07T11:01:01,,mobile_app,referral,social,campaign_14,,False,False,True,False,
338,caldwellsean@example.net,Christina,Oliver,professional,inactive,Fleming LLC,1-10,Manufacturing,False,True,True,MU,Africa/Abidjan,2024-02-06T09:43:57,2024-02-06T09:43:57,2024-04-11T14:17:33,2024-02-06T09:43:57,,website,direct,email,campaign_3,,False,False,True,False,
339,amber40@example.net,Lynn,Brooks,free,suspended,"Griffin, Williams and Villanueva",201-500,Technology,True,True,False,FI,Europe/Vaduz,2025-06-05T23:25:49,2025-06-05T23:25:49,2026-01-18T21:44:43,2025-06-05T23:25:49,2025-06-19T23:25:49,referral,direct,organic,campaign_5,,False,False,True,False,
340,jacksonstephanie@example.net,Amanda,Sims,free,churned,Santiago and Sons,500+,Healthcare,True,False,False,LA,Europe/Oslo,2025-07-04T17:26:33,2025-07-04T17:26:33,2025-10-08T09:33:36,2025-07-04T17:26:33,2025-07-18T17:26:33,referral,linkedin,social,campaign_12,REF1345,False,False,True,False,
341,amandapark@example.net,Kimberly,Lucas,free,inactive,Burgess and Sons,51-200,Education,False,False,False,AR,Asia/Karachi,2025-10-25T17:28:44,2025-10-25T17:28:44,2025-12-31T06:13:23,,2025-11-08T17:28:44,mobile_app,direct,cpc,campaign_13,REF5186,False,False,True,True,
342,millerbrian@example.com,Angela,Andrews,starter,inactive,Bartlett Group,201-500,Manufacturing,False,False,True,MW,Pacific/Port_Moresby,2024-04-07T00:43:46,2024-04-07T00:43:46,2024-06-08T05:48:00,2024-04-07T00:43:46,2024-04-21T00:43:46,mobile_app,direct,email,campaign_14,REF2644,False,False,True,False,
343,ystewart@example.net,David,Smith,enterprise,suspended,"Montgomery, Avila and Richards",201-500,Manufacturing,True,True,True,ME,Asia/Brunei,2024-06-30T14:09:19,2024-06-30T14:09:19,2025-11-10T13:06:11,,,api,linkedin,cpc,campaign_4,,False,False,True,True,
344,robertsgina@example.net,Christopher,Hubbard,enterprise,suspended,James-Short,201-500,Retail,True,False,True,AT,America/Asuncion,2023-07-22T02:13:00,2023-07-22T02:13:00,2024-12-11T23:18:01,2023-07-22T02:13:00,,mobile_app,linkedin,organic,campaign_13,REF4677,False,False,False,False,
345,derekmyers@example.net,Kenneth,Walters,starter,active,Byrd-Sloan,201-500,Finance,False,True,True,ZA,Asia/Phnom_Penh,2025-08-08T17:07:53,2025-08-08T17:07:53,2025-10-30T23:57:57,2025-08-08T17:07:53,,api,facebook,cpc,campaign_1,REF8129,False,False,True,True,
346,spencerangela@example.org,Bobby,Armstrong,free,inactive,Medina-Arroyo,11-50,Finance,False,False,False,KP,Asia/Tbilisi,2025-02-06T15:12:40,2025-02-06T15:12:40,2025-07-24T03:17:54,2025-02-06T15:12:40,2025-02-20T15:12:40,api,facebook,social,campaign_6,,False,False,True,False,
347,robertbrewer@example.net,Douglas,White,enterprise,inactive,"Davenport, Lee and White",51-200,Education,False,True,True,TN,Africa/Ouagadougou,2025-08-17T12:47:18,2025-08-17T12:47:18,2025-10-19T07:13:25,2025-08-17T12:47:18,,referral,direct,social,campaign_20,,False,False,True,False,
348,robertscarlos@example.org,James,Carpenter,enterprise,suspended,Howard-Lambert,500+,Manufacturing,True,True,False,GW,America/Belize,2023-12-31T19:31:24,2023-12-31T19:31:24,2024-10-22T16:42:58,2023-12-31T19:31:24,,api,facebook,cpc,campaign_19,,False,False,True,False,
